Node1,Node2
TN_krishnagiri,TN_tiruvannamalai
TN_krishnagiri,TN_vellore
TN_madurai,TN_sivaganga
TN_madurai,TN_theni
TN_madurai,TN_tiruchirappalli
TN_madurai,TN_virudhunagar
TN_nagapattinam,TN_thanjavur
TN_nagapattinam,TN_thiruvarur
TN_namakkal,TN_salem
TN_namakkal,TN_tiruchirappalli
TN_perambalur,TN_salem
TN_perambalur,TN_tiruchirappalli
TN_pudukkottai,TN_ramanathapuram
TN_pudukkottai,TN_sivaganga
TN_pudukkottai,TN_thanjavur
TN_pudukkottai,TN_tiruchirappalli
TN_ramanathapuram,TN_sivaganga
TN_ramanathapuram,TN_thoothukkudi
TN_ramanathapuram,TN_virudhunagar
TN_salem,TN_tiruchirappalli
TN_sivaganga,TN_tiruchirappalli
TN_sivaganga,TN_virudhunagar
TN_thanjavur,TN_thiruvarur
TN_thanjavur,TN_tiruchirappalli
TN_theni,TN_virudhunagar
TN_thiruvallur,TN_vellore
TN_thoothukkudi,TN_tirunelveli
TN_thoothukkudi,TN_virudhunagar
TN_tirunelveli,TN_virudhunagar
TN_tiruvannamalai,TN_vellore
TN_tiruvannamalai,TN_viluppuram
TR_dhalai,TR_gomati
TR_dhalai,TR_khowai
TR_dhalai,TR_north tripura
TR_dhalai,TR_unokoti
TR_gomati,TR_khowai
TR_gomati,TR_sipahijala
TR_gomati,TR_south tripura
TR_khowai,TR_sipahijala
TR_khowai,TR_west tripura
TR_north tripura,TR_unokoti
TR_sipahijala,TR_south tripura
TR_sipahijala,TR_west tripura
UP_agra,UP_etah
UP_agra,UP_etawah
UP_agra,UP_firozabad
UP_agra,UP_hathras
UP_agra,UP_mathura
UP_aligarh,UP_budaun
UP_aligarh,UP_bulandshahr
UP_aligarh,UP_gautam buddha nagar
UP_aligarh,UP_hathras
UP_aligarh,UP_kasganj
UP_aligarh,UP_mathura
UP_aligarh,UP_sambhal
UP_ambedkar nagar,UP_ayodhya
UP_ambedkar nagar,UP_azamgarh
UP_ambedkar nagar,UP_basti
UP_ambedkar nagar,UP_gorakhpur
UP_ambedkar nagar,UP_sant kabir nagar
UP_ambedkar nagar,UP_sultanpur
UP_amethi,UP_ayodhya
UP_amethi,UP_barabanki
UP_amethi,UP_pratapgarh
UP_amethi,UP_rae bareli
UP_amethi,UP_sultanpur
UP_amroha,UP_bijnor
UP_amroha,UP_bulandshahr
UP_amroha,UP_hapur
UP_amroha,UP_meerut
UP_amroha,UP_moradabad
UP_amroha,UP_sambhal
UP_auraiya,UP_etawah
UP_auraiya,UP_jalaun
UP_auraiya,UP_kannauj
UP_auraiya,UP_kanpur dehat
UP_ayodhya,UP_barabanki
UP_ayodhya,UP_basti
UP_ayodhya,UP_gonda
UP_ayodhya,UP_sultanpur
UP_azamgarh,UP_ghazipur
UP_azamgarh,UP_gorakhpur
UP_azamgarh,UP_jaunpur
UP_azamgarh,UP_mau
UP_azamgarh,UP_sultanpur
UP_baghpat,UP_ghaziabad
UP_baghpat,UP_meerut
UP_baghpat,UP_muzaffarnagar
UP_baghpat,UP_shamli
UP_bahraich,UP_barabanki
UP_bahraich,UP_gonda
UP_bahraich,UP_lakhimpur kheri
UP_bahraich,UP_shrawasti
UP_bahraich,UP_sitapur
UP_ballia,UP_deoria
UP_ballia,UP_ghazipur
UP_ballia,UP_mau
UP_balrampur,UP_sonbhadra
UP_banda,UP_chitrakoot
UP_banda,UP_fatehpur
UP_banda,UP_hamirpur
UP_banda,UP_mahoba
UP_barabanki,UP_gonda
UP_barabanki,UP_lucknow
UP_barabanki,UP_rae bareli
UP_barabanki,UP_sitapur
UP_bareilly,UP_budaun
UP_bareilly,UP_pilibhit
UP_bareilly,UP_rampur
UP_bareilly,UP_shahjahanpur
UP_bareilly,UT_udham singh nagar
UP_basti,UP_gonda
UP_basti,UP_sant kabir nagar
UP_basti,UP_siddharthnagar
UP_bhadohi,UP_jaunpur
UP_bhadohi,UP_mirzapur
UP_bhadohi,UP_prayagraj
UP_bhadohi,UP_varanasi
UP_bijnor,UP_meerut
UP_bijnor,UP_moradabad
UP_bijnor,UP_muzaffarnagar
UP_bijnor,UT_haridwar
UP_bijnor,UT_nainital
UP_bijnor,UT_pauri garhwal
UP_bijnor,UT_udham singh nagar
UP_budaun,UP_farrukhabad
UP_budaun,UP_kasganj
UP_budaun,UP_moradabad
UP_budaun,UP_rampur
UP_budaun,UP_sambhal
UP_budaun,UP_shahjahanpur
UP_bulandshahr,UP_gautam buddha nagar
UP_bulandshahr,UP_hapur
UP_bulandshahr,UP_sambhal
UP_chandauli,UP_ghazipur
UP_chandauli,UP_mirzapur
UP_chandauli,UP_sonbhadra
UP_chandauli,UP_varanasi
UP_chitrakoot,UP_fatehpur
UP_chitrakoot,UP_kaushambi
UP_chitrakoot,UP_prayagraj
UP_deoria,UP_gorakhpur
UP_deoria,UP_kushinagar
UP_deoria,UP_mau
UP_etah,UP_farrukhabad
UP_etah,UP_firozabad
UP_etah,UP_hathras
UP_etah,UP_kasganj
UP_etah,UP_mainpuri
UP_etawah,UP_firozabad
UP_etawah,UP_jalaun
UP_etawah,UP_kannauj
UP_etawah,UP_mainpuri
UP_farrukhabad,UP_hardoi
UP_farrukhabad,UP_kannauj
UP_farrukhabad,UP_kasganj
UP_farrukhabad,UP_mainpuri
UP_farrukhabad,UP_shahjahanpur
UP_fatehpur,UP_hamirpur
UP_fatehpur,UP_kanpur nagar
UP_fatehpur,UP_kaushambi
UP_fatehpur,UP_pratapgarh
UP_fatehpur,UP_rae bareli
UP_fatehpur,UP_unnao
UP_firozabad,UP_mainpuri
UP_gautam buddha nagar,UP_ghaziabad
UP_gautam buddha nagar,UP_hapur
UP_ghaziabad,UP_hapur
UP_ghaziabad,UP_meerut
UP_ghazipur,UP_jaunpur
UP_ghazipur,UP_mau
UP_ghazipur,UP_varanasi
UP_gonda,UP_balrampur
UP_gonda,UP_shrawasti
UP_gonda,UP_siddharthnagar
UP_gorakhpur,UP_kushinagar
UP_gorakhpur,UP_maharajganj
UP_gorakhpur,UP_mau
UP_gorakhpur,UP_sant kabir nagar
UP_gorakhpur,UP_siddharthnagar
UP_hamirpur,UP_jalaun
UP_hamirpur,UP_jhansi
UP_hamirpur,UP_kanpur dehat
UP_hamirpur,UP_kanpur nagar
UP_hamirpur,UP_mahoba
UP_hapur,UP_meerut
UP_hardoi,UP_kannauj
UP_hardoi,UP_kanpur nagar
UP_hardoi,UP_lakhimpur kheri
UP_hardoi,UP_lucknow
UP_hardoi,UP_shahjahanpur
UP_hardoi,UP_sitapur
UP_hardoi,UP_unnao
UP_hathras,UP_kasganj
UP_hathras,UP_mathura
UP_jalaun,UP_jhansi
UP_jalaun,UP_kanpur dehat
UP_jaunpur,UP_pratapgarh
UP_jaunpur,UP_prayagraj
UP_jaunpur,UP_sultanpur
UP_jaunpur,UP_varanasi
UP_jhansi,UP_lalitpur
UP_jhansi,UP_mahoba
UP_kannauj,UP_kanpur dehat
UP_kannauj,UP_kanpur nagar
UP_kannauj,UP_mainpuri
UP_kanpur dehat,UP_kanpur nagar
UP_kanpur nagar,UP_unnao
UP_kaushambi,UP_pratapgarh
UP_kaushambi,UP_prayagraj
UP_kaushambi,UP_rae bareli
UP_kushinagar,UP_maharajganj
UP_lakhimpur kheri,UP_pilibhit
UP_lakhimpur kheri,UP_shahjahanpur
UP_lakhimpur kheri,UP_sitapur
UP_lucknow,UP_rae bareli
UP_lucknow,UP_sitapur
UP_lucknow,UP_unnao
UP_maharajganj,UP_siddharthnagar
UP_meerut,UP_muzaffarnagar
UP_mirzapur,UP_prayagraj
UP_mirzapur,UP_sonbhadra
UP_mirzapur,UP_varanasi
UP_moradabad,UP_rampur
UP_moradabad,UP_sambhal
UP_moradabad,UT_udham singh nagar
UP_muzaffarnagar,UP_saharanpur
UP_muzaffarnagar,UP_shamli
UP_muzaffarnagar,UT_haridwar
UP_pilibhit,UP_shahjahanpur
UP_pilibhit,UT_udham singh nagar
UP_pratapgarh,UP_prayagraj
UP_pratapgarh,UP_rae bareli
UP_pratapgarh,UP_sultanpur
UP_rae bareli,UP_unnao
UP_rampur,UT_udham singh nagar
UP_saharanpur,UP_shamli
UP_saharanpur,UT_dehradun
UP_saharanpur,UT_haridwar
UP_sant kabir nagar,UP_siddharthnagar
UP_shrawasti,UP_balrampur
UP_siddharthnagar,UP_balrampur
UT_almora,UT_bageshwar
UT_almora,UT_chamoli
UT_almora,UT_champawat
UT_almora,UT_nainital
UT_almora,UT_pauri garhwal
UT_almora,UT_pithoragarh
UT_bageshwar,UT_chamoli
UT_bageshwar,UT_pithoragarh
UT_chamoli,UT_pauri garhwal
UT_chamoli,UT_pithoragarh
UT_chamoli,UT_rudraprayag
UT_chamoli,UT_uttarkashi
UT_champawat,UT_nainital
UT_champawat,UT_pithoragarh
UT_champawat,UT_udham singh nagar
UT_dehradun,UT_haridwar
UT_dehradun,UT_pauri garhwal
UT_dehradun,UT_tehri garhwal
UT_dehradun,UT_uttarkashi
UT_haridwar,UT_pauri garhwal
UT_nainital,UT_pauri garhwal
UT_nainital,UT_udham singh nagar
UT_pauri garhwal,UT_rudraprayag
UT_pauri garhwal,UT_tehri garhwal
UT_rudraprayag,UT_tehri garhwal
UT_rudraprayag,UT_uttarkashi
UT_tehri garhwal,UT_uttarkashi
WB_alipurduar,WB_cooch behar
WB_alipurduar,WB_jalpaiguri
WB_bankura,WB_hooghly
WB_bankura,WB_jhargram
WB_bankura,WB_paschim bardhaman
WB_bankura,WB_paschim medinipur
WB_bankura,WB_purba bardhaman
WB_bankura,WB_purulia
WB_birbhum,WB_murshidabad
WB_birbhum,WB_paschim bardhaman
WB_birbhum,WB_purba bardhaman
WB_cooch behar,WB_jalpaiguri
WB_dakshin dinajpur,WB_malda
WB_dakshin dinajpur,WB_uttar dinajpur
WB_darjeeling,WB_jalpaiguri
WB_darjeeling,WB_kalimpong
WB_darjeeling,WB_uttar dinajpur
WB_hooghly,WB_howrah
WB_hooghly,WB_nadia
WB_hooghly,WB_north 24 parganas
WB_hooghly,WB_paschim medinipur
WB_hooghly,WB_purba bardhaman
WB_howrah,WB_kolkata
WB_howrah,WB_north 24 parganas
WB_howrah,WB_paschim medinipur
WB_howrah,WB_purba medinipur
WB_howrah,WB_south 24 parganas
WB_jalpaiguri,WB_kalimpong
WB_jhargram,WB_paschim medinipur
WB_jhargram,WB_purulia
WB_kolkata,WB_north 24 parganas
WB_kolkata,WB_south 24 parganas
WB_malda,WB_murshidabad
WB_malda,WB_uttar dinajpur
WB_murshidabad,WB_nadia
WB_murshidabad,WB_purba bardhaman
WB_nadia,WB_north 24 parganas
WB_nadia,WB_purba bardhaman
WB_north 24 parganas,WB_south 24 parganas
WB_paschim bardhaman,WB_purba bardhaman
WB_paschim bardhaman,WB_purulia
WB_paschim medinipur,WB_purba medinipur
WB_purba medinipur,WB_south 24 parganas
