District_Key,State,District,mvacc,fvacc
CT_Korba,Chhattisgarh,Korba,271406.0,269953.0
CT_Koriya,Chhattisgarh,Koriya,117522.0,112209.0
CT_Mahasamund,Chhattisgarh,Mahasamund,292394.0,314254.0
CT_Mungeli,Chhattisgarh,Mungeli,119866.0,124576.0
CT_Narayanpur,Chhattisgarh,Narayanpur,27036.0,19771.0
CT_Raigarh,Chhattisgarh,Raigarh,592295.0,578930.0
CT_Raipur,Chhattisgarh,Raipur,814747.0,736607.0
CT_Rajnandgaon,Chhattisgarh,Rajnandgaon,418124.0,437155.0
CT_Sukma,Chhattisgarh,Sukma,80326.0,59254.0
CT_Surajpur,Chhattisgarh,Surajpur,141552.0,136943.0
CT_Surguja,Chhattisgarh,Surguja,215879.0,219738.0
CT_Uttar Bastar Kanker,Chhattisgarh,Uttar Bastar Kanker,162554.0,154780.0
DL_Central Delhi,Delhi,Central Delhi,682495.0,443658.0
DL_East Delhi,Delhi,East Delhi,491672.0,387573.0
DL_New Delhi,Delhi,New Delhi,574185.0,393840.0
DL_North Delhi,Delhi,North Delhi,519068.0,371886.0
DL_North East Delhi,Delhi,North East Delhi,395097.0,291369.0
DL_North West Delhi,Delhi,North West Delhi,742852.0,603249.0
DL_Shahdara,Delhi,Shahdara,439920.0,342673.0
DL_South Delhi,Delhi,South Delhi,735839.0,512510.0
DL_South East Delhi,Delhi,South East Delhi,653772.0,442137.0
DL_South West Delhi,Delhi,South West Delhi,705431.0,564180.0
DL_West Delhi,Delhi,West Delhi,677640.0,542352.0
DN_Dadra and Nagar Haveli,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,271372.0,119732.0
DN_Daman,Dadra and Nagar Haveli and Daman and Diu,Daman,162687.0,83317.0
DN_Diu,Dadra and Nagar Haveli and Daman and Diu,Diu,25901.0,25653.0
GA_North Goa,Goa,North Goa,375872.0,310651.0
GA_South Goa,Goa,South Goa,399857.0,356215.0
GJ_Ahmedabad,Gujarat,Ahmedabad,3051656.0,2325035.0
GJ_Amreli,Gujarat,Amreli,423697.0,411811.0
GJ_Anand,Gujarat,Anand,653255.0,589004.0
GJ_Aravalli,Gujarat,Aravalli,343470.0,324378.0
GJ_Banaskantha,Gujarat,Banaskantha,1011879.0,828789.0
GJ_Bharuch,Gujarat,Bharuch,603678.0,447377.0
GJ_Bhavnagar,Gujarat,Bhavnagar,706414.0,625260.0
GJ_Botad,Gujarat,Botad,186090.0,175207.0
GJ_Chhota Udaipur,Gujarat,Chhota Udaipur,315237.0,270306.0
GJ_Dahod,Gujarat,Dahod,558169.0,530655.0
GJ_Dang,Gujarat,Dang,47031.0,40554.0
GJ_Devbhumi Dwarka,Gujarat,Devbhumi Dwarka,291677.0,252864.0
GJ_Gandhinagar,Gujarat,Gandhinagar,645028.0,536205.0
GJ_Gir Somnath,Gujarat,Gir Somnath,371002.0,313470.0
GJ_Jamnagar,Gujarat,Jamnagar,577182.0,483622.0
GJ_Junagadh,Gujarat,Junagadh,529418.0,501276.0
GJ_Kheda,Gujarat,Kheda,630328.0,526264.0
GJ_Kutch,Gujarat,Kutch,683270.0,521974.0
GJ_Mahisagar,Gujarat,Mahisagar,345604.0,317483.0
GJ_Mehsana,Gujarat,Mehsana,694421.0,632486.0
GJ_Morbi,Gujarat,Morbi,290004.0,246143.0
GJ_Narmada,Gujarat,Narmada,216097.0,195032.0
GJ_Navsari,Gujarat,Navsari,436970.0,427948.0
GJ_Panchmahal,Gujarat,Panchmahal,481890.0,420441.0
GJ_Patan,Gujarat,Patan,391279.0,361413.0
GJ_Porbandar,Gujarat,Porbandar,232105.0,217190.0
GJ_Rajkot,Gujarat,Rajkot,1246052.0,1044365.0
GJ_Sabarkantha,Gujarat,Sabarkantha,478189.0,437552.0
GJ_Surat,Gujarat,Surat,2512075.0,1717944.0
GJ_Surendranagar,Gujarat,Surendranagar,466021.0,422030.0
GJ_Tapi,Gujarat,Tapi,247385.0,221131.0
GJ_Vadodara,Gujarat,Vadodara,1501198.0,1271855.0
GJ_Valsad,Gujarat,Valsad,582834.0,448913.0
HP_Bilaspur,Himachal Pradesh,Bilaspur,188778.0,201238.0
HP_Chamba,Himachal Pradesh,Chamba,188754.0,198623.0
HP_Hamirpur,Himachal Pradesh,Hamirpur,226646.0,266247.0
HP_Kangra,Himachal Pradesh,Kangra,660980.0,733625.0
HP_Kinnaur,Himachal Pradesh,Kinnaur,54866.0,42117.0
HP_Kullu,Himachal Pradesh,Kullu,196029.0,186931.0
HP_Lahaul and Spiti,Himachal Pradesh,Lahaul and Spiti,20471.0,15123.0
HP_Mandi,Himachal Pradesh,Mandi,430434.0,491218.0
HP_Shimla,Himachal Pradesh,Shimla,393838.0,356921.0
HP_Sirmaur,Himachal Pradesh,Sirmaur,214990.0,186931.0
HP_Solan,Himachal Pradesh,Solan,402415.0,282137.0
HP_Una,Himachal Pradesh,Una,257724.0,266089.0
HR_Ambala,Haryana,Ambala,477232.0,428156.0
HR_Bhiwani,Haryana,Bhiwani,275547.0,248973.0
HR_Charkhi Dadri,Haryana,Charkhi Dadri,203031.0,193097.0
HR_Faridabad,Haryana,Faridabad,787163.0,563154.0
HR_Fatehabad,Haryana,Fatehabad,214657.0,194255.0
HR_Gurugram,Haryana,Gurugram,1248779.0,813036.0
HR_Hisar,Haryana,Hisar,334781.0,286204.0
HR_Jhajjar,Haryana,Jhajjar,275247.0,222296.0
HR_Jind,Haryana,Jind,220230.0,199373.0
