districtid,timeid,dose1,dose2
BR_Madhepura,3,63427.0,5371.0
BR_Madhepura,4,49054.0,15353.0
BR_Madhepura,5,46183.0,1601.0
BR_Madhepura,6,75282.0,10015.0
BR_Madhepura,7,157022.0,31759.0
BR_Madhubani,1,14175.0,1.0
BR_Madhubani,2,28075.0,11838.0
BR_Madhubani,3,135360.0,12420.0
BR_Madhubani,4,107382.0,52454.0
BR_Madhubani,5,116095.0,1806.0
BR_Madhubani,6,249923.0,15816.0
BR_Madhubani,7,297187.0,92332.0
BR_Munger,1,8071.0,1.0
BR_Munger,2,7597.0,5072.0
BR_Munger,3,54355.0,5965.0
BR_Munger,4,26377.0,16646.0
BR_Munger,5,42315.0,996.0
BR_Munger,6,104659.0,12126.0
BR_Munger,7,138691.0,23645.0
BR_Muzaffarpur,1,20836.0,0.0
BR_Muzaffarpur,2,16418.0,12758.0
BR_Muzaffarpur,3,128887.0,8250.0
BR_Muzaffarpur,4,113891.0,35415.0
BR_Muzaffarpur,5,146981.0,4803.0
BR_Muzaffarpur,6,296352.0,54649.0
BR_Muzaffarpur,7,344335.0,77621.0
BR_Nalanda,1,14603.0,11.0
BR_Nalanda,2,19070.0,10958.0
BR_Nalanda,3,147354.0,11120.0
BR_Nalanda,4,75958.0,35590.0
BR_Nalanda,5,80828.0,2236.0
BR_Nalanda,6,222179.0,40772.0
BR_Nalanda,7,209790.0,69146.0
BR_Nawada,1,8158.0,16.0
BR_Nawada,2,14590.0,5299.0
BR_Nawada,3,84814.0,8131.0
BR_Nawada,4,38692.0,24817.0
BR_Nawada,5,56790.0,1284.0
BR_Nawada,6,96684.0,15422.0
BR_Nawada,7,187598.0,29614.0
BR_Patna,1,47407.0,2.0
BR_Patna,2,78712.0,27980.0
BR_Patna,3,264279.0,39013.0
BR_Patna,4,199827.0,113329.0
BR_Patna,5,394599.0,121934.0
BR_Patna,6,676214.0,174006.0
BR_Patna,7,849109.0,379557.0
BR_Purnia,1,12297.0,0.0
BR_Purnia,2,15002.0,7863.0
BR_Purnia,3,119747.0,7045.0
BR_Purnia,4,102398.0,33937.0
BR_Purnia,5,130087.0,4588.0
BR_Purnia,6,213583.0,36273.0
BR_Purnia,7,236486.0,73566.0
BR_Rohtas,1,11779.0,0.0
BR_Rohtas,2,17009.0,7829.0
BR_Rohtas,3,103791.0,9114.0
BR_Rohtas,4,54518.0,27884.0
BR_Rohtas,5,84405.0,1520.0
BR_Rohtas,6,151651.0,16328.0
BR_Rohtas,7,250074.0,47371.0
BR_Saharsa,1,7266.0,0.0
BR_Saharsa,2,10411.0,4693.0
BR_Saharsa,3,63244.0,4772.0
BR_Saharsa,4,58389.0,21158.0
BR_Saharsa,5,54122.0,1653.0
BR_Saharsa,6,100314.0,11173.0
BR_Saharsa,7,132058.0,34030.0
BR_Samastipur,1,18672.0,1.0
BR_Samastipur,2,27272.0,13815.0
BR_Samastipur,3,143054.0,11836.0
BR_Samastipur,4,89363.0,52165.0
BR_Samastipur,5,104561.0,2131.0
BR_Samastipur,6,198152.0,27831.0
BR_Samastipur,7,382789.0,68338.0
BR_Saran,1,18164.0,0.0
BR_Saran,2,20166.0,12250.0
BR_Saran,3,175241.0,12718.0
BR_Saran,4,111680.0,55162.0
BR_Saran,5,116634.0,3967.0
BR_Saran,6,223721.0,42478.0
BR_Saran,7,368474.0,86405.0
BR_Sheikhpura,1,2857.0,0.0
BR_Sheikhpura,2,5348.0,2411.0
BR_Sheikhpura,3,28147.0,3015.0
BR_Sheikhpura,4,10831.0,7990.0
BR_Sheikhpura,5,15670.0,266.0
BR_Sheikhpura,6,42427.0,5328.0
BR_Sheikhpura,7,61246.0,10848.0
BR_Sheohar,1,2724.0,0.0
BR_Sheohar,2,4313.0,1780.0
BR_Sheohar,3,38464.0,1365.0
BR_Sheohar,4,16067.0,8984.0
BR_Sheohar,5,16377.0,1533.0
BR_Sheohar,6,47746.0,11019.0
BR_Sheohar,7,43547.0,13340.0
BR_Sitamarhi,1,11499.0,0.0
BR_Sitamarhi,2,18297.0,6977.0
BR_Sitamarhi,3,108471.0,9238.0
BR_Sitamarhi,4,60672.0,27272.0
BR_Sitamarhi,5,71576.0,726.0
BR_Sitamarhi,6,135526.0,20966.0
BR_Sitamarhi,7,316713.0,55945.0
BR_Siwan,1,11773.0,1.0
BR_Siwan,2,17683.0,8912.0
BR_Siwan,3,190283.0,12191.0
BR_Siwan,4,83895.0,58642.0
BR_Siwan,5,101919.0,4398.0
BR_Siwan,6,192099.0,31463.0
BR_Siwan,7,311216.0,65443.0
BR_Supaul,1,10323.0,0.0
BR_Supaul,2,9300.0,6599.0
BR_Supaul,3,56287.0,4293.0
BR_Supaul,4,57998.0,10874.0
BR_Supaul,5,71739.0,2075.0
BR_Supaul,6,125001.0,15577.0
BR_Supaul,7,126688.0,39035.0
BR_Vaishali,1,14007.0,0.0
BR_Vaishali,2,19566.0,8030.0
BR_Vaishali,3,128260.0,9883.0
BR_Vaishali,4,70801.0,28465.0
BR_Vaishali,5,85081.0,16999.0
BR_Vaishali,6,164501.0,19869.0
BR_Vaishali,7,303705.0,53912.0
BR_West Champaran,1,13764.0,1.0
BR_West Champaran,2,10914.0,6449.0
BR_West Champaran,3,79418.0,8646.0
BR_West Champaran,4,77850.0,19601.0
BR_West Champaran,5,110108.0,1493.0
BR_West Champaran,6,232487.0,18031.0
BR_West Champaran,7,287206.0,44289.0
CH_Chandigarh,1,6712.0,117.0
CH_Chandigarh,2,31697.0,5656.0
CH_Chandigarh,3,70394.0,15804.0
CH_Chandigarh,4,97769.0,50550.0
CH_Chandigarh,5,129710.0,3766.0
CH_Chandigarh,6,184220.0,50248.0
CH_Chandigarh,7,213077.0,118210.0
CT_Balod,1,8549.0,45.0
CT_Balod,2,16671.0,7155.0
CT_Balod,3,119441.0,6263.0
CT_Balod,4,25849.0,18541.0
CT_Balod,5,5726.0,3717.0
CT_Balod,6,100390.0,36299.0
CT_Balod,7,63842.0,32521.0
CT_Baloda Bazar,1,9319.0,3.0
CT_Baloda Bazar,2,9321.0,7878.0
CT_Baloda Bazar,3,156843.0,6783.0
CT_Baloda Bazar,4,16509.0,13861.0
CT_Baloda Bazar,5,2468.0,1505.0
CT_Baloda Bazar,6,100447.0,27815.0
CT_Baloda Bazar,7,51259.0,26832.0
CT_Balrampur,1,5139.0,1.0
CT_Balrampur,2,11189.0,3326.0
CT_Balrampur,3,78110.0,5853.0
CT_Balrampur,4,42018.0,9949.0
CT_Balrampur,5,2754.0,959.0
CT_Balrampur,6,42716.0,10472.0
CT_Balrampur,7,12850.0,9398.0
CT_Bametara,1,6253.0,122.0
CT_Bametara,2,7527.0,5258.0
CT_Bametara,3,76909.0,3844.0
CT_Bametara,4,6876.0,6791.0
CT_Bametara,5,945.0,970.0
CT_Bametara,6,49183.0,12432.0
CT_Bametara,7,30767.0,15466.0
CT_Bastar,1,8713.0,11.0
CT_Bastar,2,14817.0,6672.0
CT_Bastar,3,98153.0,10759.0
CT_Bastar,4,34060.0,17260.0
CT_Bastar,5,5134.0,2313.0
CT_Bastar,6,75945.0,13913.0
CT_Bastar,7,32905.0,19921.0
CT_Bijapur,1,4531.0,58.0
CT_Bijapur,2,12865.0,2412.0
CT_Bijapur,3,23754.0,9016.0
CT_Bijapur,4,11194.0,6636.0
CT_Bijapur,5,1133.0,937.0
CT_Bijapur,6,17712.0,4587.0
CT_Bijapur,7,8264.0,4428.0
CT_Bilaspur,1,16040.0,183.0
CT_Bilaspur,2,26658.0,14314.0
CT_Bilaspur,3,245141.0,10437.0
CT_Bilaspur,4,49807.0,39301.0
CT_Bilaspur,5,7717.0,13514.0
CT_Bilaspur,6,127039.0,47714.0
CT_Bilaspur,7,103748.0,66955.0
CT_Dakshin Bastar Dantewada,1,4957.0,5.0
CT_Dakshin Bastar Dantewada,2,10504.0,3124.0
CT_Dakshin Bastar Dantewada,3,36251.0,7244.0
CT_Dakshin Bastar Dantewada,4,17887.0,13606.0
CT_Dakshin Bastar Dantewada,5,727.0,1170.0
CT_Dakshin Bastar Dantewada,6,28349.0,3280.0
CT_Dakshin Bastar Dantewada,7,13025.0,6791.0
CT_Dhamtari,1,5824.0,31.0
CT_Dhamtari,2,18276.0,4771.0
CT_Dhamtari,3,119954.0,9065.0
CT_Dhamtari,4,32501.0,27667.0
CT_Dhamtari,5,2324.0,2324.0
CT_Dhamtari,6,81946.0,24270.0
CT_Dhamtari,7,49678.0,23271.0
CT_Durg,1,18348.0,68.0
CT_Durg,2,35786.0,14868.0
CT_Durg,3,274101.0,24332.0
CT_Durg,4,33775.0,61732.0
CT_Durg,5,11344.0,6955.0
CT_Durg,6,124356.0,59292.0
CT_Durg,7,114445.0,91404.0
CT_Gariaband,1,5548.0,13.0
CT_Gariaband,2,6523.0,4337.0
CT_Gariaband,3,81292.0,4397.0
CT_Gariaband,4,11586.0,6462.0
CT_Gariaband,5,910.0,309.0
CT_Gariaband,6,36148.0,11691.0
CT_Gariaband,7,25269.0,12041.0
CT_Gaurela Pendra Marwahi,1,2215.0,21.0
CT_Gaurela Pendra Marwahi,2,5039.0,1312.0
CT_Gaurela Pendra Marwahi,3,42076.0,2505.0
CT_Gaurela Pendra Marwahi,4,17436.0,4232.0
CT_Gaurela Pendra Marwahi,5,2108.0,716.0
CT_Gaurela Pendra Marwahi,6,23641.0,5247.0
CT_Gaurela Pendra Marwahi,7,18153.0,8790.0
CT_Janjgir Champa,1,10215.0,7.0
CT_Janjgir Champa,2,17922.0,9028.0
CT_Janjgir Champa,3,169041.0,8417.0
CT_Janjgir Champa,4,74423.0,31454.0
CT_Janjgir Champa,5,5047.0,5438.0
CT_Janjgir Champa,6,90290.0,26750.0
CT_Janjgir Champa,7,82807.0,50625.0
CT_Jashpur,1,10967.0,19.0
CT_Jashpur,2,13445.0,7526.0
CT_Jashpur,3,106682.0,8360.0
CT_Jashpur,4,37290.0,18019.0
CT_Jashpur,5,2902.0,2748.0
CT_Jashpur,6,57247.0,12592.0
CT_Jashpur,7,33201.0,15839.0
CT_Kabeerdham,1,7485.0,2.0
CT_Kabeerdham,2,6523.0,5659.0
CT_Kabeerdham,3,76558.0,4177.0
CT_Kabeerdham,4,33482.0,11278.0
CT_Kabeerdham,5,10155.0,4855.0
CT_Kabeerdham,6,84413.0,16601.0
CT_Kabeerdham,7,37495.0,20652.0
CT_Kondagaon,1,5217.0,27.0
CT_Kondagaon,2,13467.0,3645.0
CT_Kondagaon,3,53521.0,6163.0
CT_Kondagaon,4,40338.0,9770.0
CT_Kondagaon,5,4709.0,1598.0
CT_Kondagaon,6,34607.0,3753.0
CT_Kondagaon,7,18324.0,7791.0
CT_Korba,1,10723.0,35.0
CT_Korba,2,22639.0,8757.0
CT_Korba,3,181831.0,6455.0
CT_Korba,4,53776.0,28252.0
CT_Korba,5,18898.0,7757.0
CT_Korba,6,83179.0,32380.0
CT_Korba,7,47025.0,39721.0
CT_Koriya,1,6338.0,1.0
CT_Koriya,2,10489.0,3489.0
CT_Koriya,3,68309.0,4777.0
CT_Koriya,4,23578.0,10334.0
CT_Koriya,5,7142.0,3207.0
CT_Koriya,6,43262.0,12305.0
CT_Koriya,7,22905.0,13615.0
CT_Mahasamund,1,9267.0,43.0
CT_Mahasamund,2,20389.0,8045.0
CT_Mahasamund,3,198561.0,15271.0
CT_Mahasamund,4,17392.0,36162.0
CT_Mahasamund,5,4172.0,5568.0
CT_Mahasamund,6,118115.0,40717.0
CT_Mahasamund,7,94308.0,38717.0
CT_Mungeli,1,3326.0,7.0
CT_Mungeli,2,9368.0,2576.0
CT_Mungeli,3,105745.0,2815.0
CT_Mungeli,4,11523.0,9982.0
CT_Mungeli,5,567.0,1036.0
CT_Mungeli,6,33324.0,14501.0
CT_Mungeli,7,30549.0,19136.0
CT_Narayanpur,1,1632.0,2.0
CT_Narayanpur,2,4354.0,861.0
CT_Narayanpur,3,10214.0,3495.0
CT_Narayanpur,4,6132.0,1808.0
CT_Narayanpur,5,569.0,1360.0
CT_Narayanpur,6,7855.0,2741.0
CT_Narayanpur,7,4061.0,1726.0
CT_Raigarh,1,16630.0,0.0
CT_Raigarh,2,25555.0,13146.0
CT_Raigarh,3,274521.0,16223.0
CT_Raigarh,4,57967.0,75106.0
CT_Raigarh,5,3188.0,7947.0
CT_Raigarh,6,334864.0,72161.0
CT_Raigarh,7,188041.0,86022.0
CT_Raipur,1,29376.0,27.0
CT_Raipur,2,36831.0,19820.0
CT_Raipur,3,270687.0,29320.0
CT_Raipur,4,39546.0,65186.0
CT_Raipur,5,15641.0,16494.0
CT_Raipur,6,417024.0,110044.0
CT_Raipur,7,347413.0,154097.0
CT_Rajnandgaon,1,15593.0,15.0
CT_Rajnandgaon,2,15340.0,13599.0
CT_Rajnandgaon,3,250378.0,8809.0
CT_Rajnandgaon,4,15213.0,17386.0
CT_Rajnandgaon,5,2995.0,3216.0
CT_Rajnandgaon,6,271943.0,63604.0
CT_Rajnandgaon,7,112932.0,64346.0
CT_Sukma,1,3629.0,117.0
CT_Sukma,2,17853.0,1936.0
CT_Sukma,3,33643.0,12433.0
CT_Sukma,4,14035.0,8897.0
CT_Sukma,5,1798.0,2102.0
CT_Sukma,6,27439.0,4051.0
CT_Sukma,7,7869.0,3797.0
CT_Surajpur,1,8444.0,24.0
CT_Surajpur,2,6070.0,5944.0
CT_Surajpur,3,105672.0,2619.0
CT_Surajpur,4,53874.0,13810.0
CT_Surajpur,5,1391.0,2676.0
CT_Surajpur,6,36754.0,10725.0
CT_Surajpur,7,17158.0,13373.0
CT_Surguja,1,8288.0,27.0
CT_Surguja,2,25877.0,6074.0
CT_Surguja,3,138388.0,10986.0
CT_Surguja,4,53184.0,23351.0
CT_Surguja,5,4409.0,6866.0
CT_Surguja,6,65582.0,26841.0
CT_Surguja,7,38422.0,27379.0
CT_Uttar Bastar Kanker,1,6743.0,12.0
CT_Uttar Bastar Kanker,2,36958.0,5848.0
CT_Uttar Bastar Kanker,3,83229.0,14668.0
CT_Uttar Bastar Kanker,4,27052.0,16072.0
CT_Uttar Bastar Kanker,5,2045.0,5176.0
CT_Uttar Bastar Kanker,6,56545.0,15799.0
CT_Uttar Bastar Kanker,7,32690.0,14520.0
DL_Central Delhi,1,20521.0,255.0
DL_Central Delhi,2,35309.0,14087.0
DL_Central Delhi,3,141033.0,30618.0
DL_Central Delhi,4,161941.0,60085.0
DL_Central Delhi,5,146036.0,50252.0
DL_Central Delhi,6,225767.0,67882.0
DL_Central Delhi,7,87946.0,84647.0
DL_East Delhi,1,10904.0,163.0
DL_East Delhi,2,21730.0,6618.0
DL_East Delhi,3,98711.0,15613.0
DL_East Delhi,4,94300.0,34860.0
DL_East Delhi,5,93753.0,23291.0
DL_East Delhi,6,207078.0,54121.0
DL_East Delhi,7,113776.0,104543.0
DL_New Delhi,1,14271.0,139.0
DL_New Delhi,2,28503.0,10201.0
DL_New Delhi,3,123642.0,33024.0
DL_New Delhi,4,117334.0,63342.0
DL_New Delhi,5,96124.0,56897.0
DL_New Delhi,6,157248.0,64472.0
DL_New Delhi,7,110934.0,92042.0
DL_North Delhi,1,9257.0,52.0
DL_North Delhi,2,22279.0,5375.0
DL_North Delhi,3,96926.0,18712.0
DL_North Delhi,4,121207.0,39539.0
DL_North Delhi,5,69831.0,35917.0
DL_North Delhi,6,249597.0,50936.0
DL_North Delhi,7,95297.0,76270.0
DL_North East Delhi,1,10495.0,60.0
DL_North East Delhi,2,25985.0,8011.0
DL_North East Delhi,3,72811.0,19616.0
DL_North East Delhi,4,78778.0,35062.0
DL_North East Delhi,5,85861.0,24106.0
DL_North East Delhi,6,190814.0,33044.0
DL_North East Delhi,7,57185.0,44858.0
DL_North West Delhi,1,24438.0,247.0
DL_North West Delhi,2,39212.0,15370.0
DL_North West Delhi,3,175716.0,25724.0
DL_North West Delhi,4,172098.0,71662.0
DL_North West Delhi,5,137141.0,55479.0
DL_North West Delhi,6,237906.0,88659.0
DL_North West Delhi,7,171734.0,131011.0
DL_Shahdara,1,11390.0,118.0
DL_Shahdara,2,15084.0,8127.0
DL_Shahdara,3,122480.0,23365.0
DL_Shahdara,4,96030.0,35295.0
DL_Shahdara,5,72547.0,18174.0
DL_Shahdara,6,147979.0,45627.0
DL_Shahdara,7,97373.0,89235.0
DL_South Delhi,1,19121.0,278.0
DL_South Delhi,2,36738.0,12209.0
DL_South Delhi,3,140075.0,38352.0
DL_South Delhi,4,126193.0,62259.0
DL_South Delhi,5,227689.0,51942.0
DL_South Delhi,6,241560.0,68487.0
DL_South Delhi,7,113652.0,110052.0
DL_South East Delhi,1,15690.0,201.0
DL_South East Delhi,2,22918.0,11486.0
DL_South East Delhi,3,134371.0,24775.0
DL_South East Delhi,4,119799.0,54842.0
DL_South East Delhi,5,169727.0,56670.0
DL_South East Delhi,6,208168.0,62109.0
DL_South East Delhi,7,116339.0,99032.0
DL_South West Delhi,1,18351.0,167.0
DL_South West Delhi,2,34577.0,11845.0
DL_South West Delhi,3,152142.0,24821.0
DL_South West Delhi,4,169720.0,64122.0
DL_South West Delhi,5,134489.0,37953.0
DL_South West Delhi,6,242610.0,78018.0
DL_South West Delhi,7,151855.0,149194.0
DL_West Delhi,1,23738.0,287.0
DL_West Delhi,2,37784.0,15510.0
DL_West Delhi,3,215072.0,30287.0
DL_West Delhi,4,152975.0,82162.0
DL_West Delhi,5,75724.0,44461.0
DL_West Delhi,6,203166.0,73814.0
DL_West Delhi,7,132447.0,132863.0
DN_Dadra and Nagar Haveli,1,2846.0,41.0
DN_Dadra and Nagar Haveli,2,4961.0,2082.0
DN_Dadra and Nagar Haveli,3,26622.0,3910.0
DN_Dadra and Nagar Haveli,4,8330.0,5683.0
DN_Dadra and Nagar Haveli,5,71916.0,357.0
DN_Dadra and Nagar Haveli,6,156328.0,18258.0
DN_Dadra and Nagar Haveli,7,78657.0,11174.0
DN_Daman,1,751.0,30.0
DN_Daman,2,2866.0,694.0
DN_Daman,3,20930.0,1436.0
DN_Daman,4,8756.0,5519.0
DN_Daman,5,67419.0,987.0
DN_Daman,6,84887.0,15643.0
DN_Daman,7,25189.0,10965.0
DN_Diu,1,463.0,0.0
DN_Diu,2,2445.0,395.0
DN_Diu,3,5975.0,1413.0
DN_Diu,4,3611.0,3567.0
DN_Diu,5,17893.0,301.0
DN_Diu,6,6224.0,3375.0
DN_Diu,7,1311.0,4591.0
GA_North Goa,1,7118.0,184.0
GA_North Goa,2,22000.0,5980.0
GA_North Goa,3,51836.0,12937.0
GA_North Goa,4,76296.0,25355.0
GA_North Goa,5,105484.0,4032.0
GA_North Goa,6,187173.0,47276.0
GA_North Goa,7,78369.0,62539.0
GA_South Goa,1,6159.0,125.0
GA_South Goa,2,20529.0,5420.0
GA_South Goa,3,59801.0,11036.0
GA_South Goa,4,89251.0,31494.0
GA_South Goa,5,121192.0,1960.0
GA_South Goa,6,207864.0,44474.0
GA_South Goa,7,79743.0,77097.0
GJ_Ahmedabad,1,3520771138.0,0.0
GJ_Ahmedabad,2,48888393850.0,1663945027.0
GJ_Ahmedabad,3,245170586051.0,21129186001.0
GJ_Ahmedabad,4,3343811365381.0,54925269089.0
GJ_Ahmedabad,5,979390856848.0,20230042952.0
GJ_Ahmedabad,6,1798310605222.0,24730220167.0
GJ_Ahmedabad,7,2518950692452.0,1828352354425.0
GJ_Amreli,1,16669.0,0.0
GJ_Amreli,2,32380.0,13449.0
GJ_Amreli,3,181997.0,13953.0
GJ_Amreli,4,20946.0,55069.0
GJ_Amreli,5,36228.0,27091.0
GJ_Amreli,6,102532.0,38864.0
GJ_Amreli,7,222952.0,73489.0
GJ_Anand,1,22593.0,1.0
GJ_Anand,2,48001.0,14420.0
GJ_Anand,3,254297.0,27524.0
GJ_Anand,4,74373.0,90680.0
GJ_Anand,5,106904.0,30028.0
GJ_Anand,6,179140.0,54081.0
GJ_Anand,7,256581.0,83818.0
GJ_Aravalli,1,14945.0,0.0
GJ_Aravalli,2,40509.0,12022.0
GJ_Aravalli,3,146473.0,18914.0
GJ_Aravalli,4,39147.0,55188.0
GJ_Aravalli,5,39476.0,30539.0
GJ_Aravalli,6,80472.0,20917.0
GJ_Aravalli,7,125700.0,43674.0
GJ_Banaskantha,1,35481.0,1.0
GJ_Banaskantha,2,52810.0,12847.0
GJ_Banaskantha,3,406314.0,42465.0
GJ_Banaskantha,4,135692.0,79659.0
GJ_Banaskantha,5,99858.0,59434.0
GJ_Banaskantha,6,122009.0,92589.0
GJ_Banaskantha,7,499647.0,202203.0
GJ_Bharuch,1,21862.0,0.0
GJ_Bharuch,2,21576.0,12736.0
GJ_Bharuch,3,145268.0,16210.0
GJ_Bharuch,4,68355.0,67256.0
GJ_Bharuch,5,161298.0,16853.0
GJ_Bharuch,6,202552.0,46169.0
GJ_Bharuch,7,207187.0,63921.0
GJ_Bhavnagar,1,1883111345.0,0.0
GJ_Bhavnagar,2,1438215659.0,92707983.0
GJ_Bhavnagar,3,205385778192.0,1966209124.0
GJ_Bhavnagar,4,52258036541.0,5614244923.0
GJ_Bhavnagar,5,71106068725.0,957206160.0
GJ_Bhavnagar,6,143820056125.0,4241226251.0
GJ_Bhavnagar,7,192073066666.0,185035538269.0
GJ_Botad,1,6523.0,0.0
GJ_Botad,2,6061.0,4665.0
GJ_Botad,3,38903.0,4152.0
GJ_Botad,4,11512.0,16555.0
GJ_Botad,5,32565.0,7063.0
GJ_Botad,6,85150.0,12336.0
GJ_Botad,7,118661.0,17190.0
GJ_Chhota Udaipur,1,15475.0,0.0
GJ_Chhota Udaipur,2,4319.0,4778.0
GJ_Chhota Udaipur,3,120896.0,7879.0
GJ_Chhota Udaipur,4,25569.0,23251.0
GJ_Chhota Udaipur,5,25199.0,41821.0
GJ_Chhota Udaipur,6,107144.0,26678.0
GJ_Chhota Udaipur,7,133313.0,49326.0
GJ_Dahod,1,27133.0,0.0
GJ_Dahod,2,89970.0,22112.0
GJ_Dahod,3,140843.0,29033.0
GJ_Dahod,4,81852.0,77254.0
GJ_Dahod,5,58332.0,50373.0
GJ_Dahod,6,102542.0,55017.0
GJ_Dahod,7,233137.0,121388.0
GJ_Dang,1,4101.0,0.0
GJ_Dang,2,2198.0,3592.0
GJ_Dang,3,25035.0,1513.0
GJ_Dang,4,3916.0,4353.0
GJ_Dang,5,6066.0,218.0
GJ_Dang,6,14060.0,3894.0
GJ_Dang,7,14368.0,4276.0
GJ_Devbhumi Dwarka,1,11164.0,0.0
GJ_Devbhumi Dwarka,2,14762.0,6710.0
GJ_Devbhumi Dwarka,3,67281.0,7941.0
GJ_Devbhumi Dwarka,4,26717.0,34181.0
GJ_Devbhumi Dwarka,5,46378.0,18223.0
GJ_Devbhumi Dwarka,6,102765.0,22985.0
GJ_Devbhumi Dwarka,7,138587.0,46927.0
GJ_Gandhinagar,1,182853716.0,0.0
GJ_Gandhinagar,2,3912362676.0,133284615.0
GJ_Gandhinagar,3,11865828675.0,2480127800.0
GJ_Gandhinagar,4,3444337237.0,5622123373.0
GJ_Gandhinagar,5,245187807458.0,719507943.0
GJ_Gandhinagar,6,151623072966.0,2535326099.0
GJ_Gandhinagar,7,187006057902.0,144576731664.0
GJ_Gir Somnath,1,11747.0,0.0
GJ_Gir Somnath,2,19075.0,8299.0
GJ_Gir Somnath,3,92886.0,10962.0
GJ_Gir Somnath,4,58211.0,32735.0
GJ_Gir Somnath,5,58705.0,17866.0
GJ_Gir Somnath,6,113419.0,17580.0
GJ_Gir Somnath,7,185022.0,58169.0
GJ_Jamnagar,1,133307304.0,30.0
GJ_Jamnagar,2,3231211430.0,68024719.0
GJ_Jamnagar,3,11027662624.0,2074389241.0
GJ_Jamnagar,4,175178944462.0,4545232903.0
GJ_Jamnagar,5,62350113474.0,341705294.0
GJ_Jamnagar,6,79491046073.0,2277321590.0
GJ_Jamnagar,7,131229054006.0,134982440868.0
GJ_Junagadh,1,139583948.0,0.0
GJ_Junagadh,2,2993528590.0,92192905.0
GJ_Junagadh,3,13434937710.0,1671917830.0
GJ_Junagadh,4,2513913517.0,3673617745.0
GJ_Junagadh,5,6357527397.0,764502195.0
GJ_Junagadh,6,330504642957.0,7780118068.0
GJ_Junagadh,7,226095052644.0,5330620161.0
GJ_Kheda,1,25296.0,0.0
GJ_Kheda,2,32882.0,18731.0
GJ_Kheda,3,222048.0,18200.0
GJ_Kheda,4,61210.0,76998.0
GJ_Kheda,5,115984.0,40205.0
GJ_Kheda,6,183420.0,39920.0
GJ_Kheda,7,248415.0,73430.0
GJ_Kutch,1,28605.0,0.0
GJ_Kutch,2,54719.0,21729.0
GJ_Kutch,3,156351.0,31543.0
GJ_Kutch,4,67308.0,63477.0
GJ_Kutch,5,134782.0,14103.0
GJ_Kutch,6,207752.0,49368.0
GJ_Kutch,7,290167.0,85514.0
GJ_Mahisagar,1,14997.0,0.0
GJ_Mahisagar,2,22331.0,8998.0
GJ_Mahisagar,3,169314.0,19867.0
GJ_Mahisagar,4,49029.0,46903.0
GJ_Mahisagar,5,34961.0,32871.0
GJ_Mahisagar,6,88547.0,18216.0
GJ_Mahisagar,7,62411.0,94769.0
GJ_Mehsana,1,23162.0,0.0
GJ_Mehsana,2,45108.0,16005.0
GJ_Mehsana,3,237698.0,30165.0
GJ_Mehsana,4,94052.0,102375.0
GJ_Mehsana,5,182424.0,15480.0
GJ_Mehsana,6,209384.0,83252.0
GJ_Mehsana,7,178364.0,109608.0
GJ_Morbi,1,7949.0,0.0
GJ_Morbi,2,12581.0,4644.0
GJ_Morbi,3,75437.0,6777.0
GJ_Morbi,4,24003.0,36983.0
GJ_Morbi,5,48059.0,9879.0
GJ_Morbi,6,104762.0,17621.0
GJ_Morbi,7,160042.0,27484.0
GJ_Narmada,1,8977.0,0.0
GJ_Narmada,2,5963.0,6631.0
GJ_Narmada,3,88328.0,4622.0
GJ_Narmada,4,31753.0,25847.0
GJ_Narmada,5,19774.0,19469.0
GJ_Narmada,6,62725.0,10252.0
GJ_Narmada,7,75588.0,51265.0
GJ_Navsari,1,16205.0,0.0
GJ_Navsari,2,25635.0,15618.0
GJ_Navsari,3,178676.0,15552.0
GJ_Navsari,4,55279.0,80961.0
GJ_Navsari,5,65037.0,20672.0
GJ_Navsari,6,144984.0,35079.0
GJ_Navsari,7,149858.0,61463.0
GJ_Panchmahal,1,21316.0,1.0
GJ_Panchmahal,2,32495.0,14914.0
GJ_Panchmahal,3,181032.0,19184.0
GJ_Panchmahal,4,61667.0,81858.0
GJ_Panchmahal,5,63066.0,27195.0
GJ_Panchmahal,6,122038.0,19298.0
GJ_Panchmahal,7,197854.0,60553.0
GJ_Patan,1,16529.0,0.0
GJ_Patan,2,22269.0,12560.0
GJ_Patan,3,108273.0,10432.0
GJ_Patan,4,46047.0,45858.0
GJ_Patan,5,82790.0,14035.0
GJ_Patan,6,133186.0,36789.0
GJ_Patan,7,160912.0,63114.0
GJ_Porbandar,1,7699.0,0.0
GJ_Porbandar,2,26390.0,7167.0
GJ_Porbandar,3,97471.0,16317.0
GJ_Porbandar,4,17790.0,51636.0
GJ_Porbandar,5,24934.0,4664.0
GJ_Porbandar,6,64345.0,13431.0
GJ_Porbandar,7,81615.0,35905.0
GJ_Rajkot,1,1632515883.0,0.0
GJ_Rajkot,2,2677235816.0,1174612687.0
GJ_Rajkot,3,211679481035.0,1332821927.0
GJ_Rajkot,4,36766114332.0,92191692921.0
GJ_Rajkot,5,96468293877.0,9261014302.0
GJ_Rajkot,6,200921112449.0,59819082576.0
GJ_Rajkot,7,262561182854.0,50724102885.0
GJ_Sabarkantha,1,22097.0,0.0
GJ_Sabarkantha,2,46425.0,16438.0
GJ_Sabarkantha,3,142285.0,31548.0
GJ_Sabarkantha,4,67176.0,59209.0
GJ_Sabarkantha,5,82709.0,14558.0
