districtid,timeid,dose1,dose2
KA_Davanagere,1,9564.0,0.0
KA_Davanagere,2,15499.0,7278.0
KA_Davanagere,3,100107.0,6029.0
KA_Davanagere,4,63523.0,38031.0
KA_Davanagere,5,129170.0,19204.0
KA_Davanagere,6,193827.0,32279.0
KA_Davanagere,7,103341.0,51192.0
KA_Dharwad,1,12582.0,0.0
KA_Dharwad,2,18883.0,10659.0
KA_Dharwad,3,143033.0,7470.0
KA_Dharwad,4,64005.0,50476.0
KA_Dharwad,5,90474.0,5919.0
KA_Dharwad,6,243295.0,55531.0
KA_Dharwad,7,155346.0,72213.0
KA_Gadag,1,6679.0,1.0
KA_Gadag,2,11746.0,4231.0
KA_Gadag,3,92364.0,6078.0
KA_Gadag,4,43909.0,35522.0
KA_Gadag,5,55743.0,14709.0
KA_Gadag,6,88401.0,25170.0
KA_Gadag,7,73313.0,38510.0
KA_Hassan,1,12969.0,0.0
KA_Hassan,2,16936.0,8619.0
KA_Hassan,3,143144.0,9058.0
KA_Hassan,4,123762.0,51621.0
KA_Hassan,5,99575.0,22988.0
KA_Hassan,6,173123.0,35625.0
KA_Hassan,7,117142.0,100746.0
KA_Haveri,1,5481.0,0.0
KA_Haveri,2,6224.0,4020.0
KA_Haveri,3,90389.0,3704.0
KA_Haveri,4,38425.0,20527.0
KA_Haveri,5,47235.0,9235.0
KA_Haveri,6,136240.0,28121.0
KA_Haveri,7,142306.0,50431.0
KA_Kalaburagi,1,12054.0,0.0
KA_Kalaburagi,2,12333.0,8021.0
KA_Kalaburagi,3,128343.0,7391.0
KA_Kalaburagi,4,66886.0,37293.0
KA_Kalaburagi,5,101986.0,12533.0
KA_Kalaburagi,6,249025.0,50146.0
KA_Kalaburagi,7,177088.0,68692.0
KA_Kodagu,1,3777.0,0.0
KA_Kodagu,2,6937.0,4093.0
KA_Kodagu,3,50443.0,2539.0
KA_Kodagu,4,32399.0,22557.0
KA_Kodagu,5,51728.0,5583.0
KA_Kodagu,6,53548.0,16684.0
KA_Kodagu,7,40534.0,36615.0
KA_Kolar,1,10381.0,0.0
KA_Kolar,2,10021.0,7255.0
KA_Kolar,3,112140.0,5491.0
KA_Kolar,4,67722.0,42406.0
KA_Kolar,5,244855.0,22753.0
KA_Kolar,6,135056.0,29275.0
KA_Kolar,7,105177.0,53687.0
KA_Koppal,1,7475.0,11.0
KA_Koppal,2,6699.0,3700.0
KA_Koppal,3,132630.0,4604.0
KA_Koppal,4,60236.0,42653.0
KA_Koppal,5,82061.0,9502.0
KA_Koppal,6,104180.0,28821.0
KA_Koppal,7,92709.0,47923.0
KA_Mandya,1,9555.0,0.0
KA_Mandya,2,16130.0,8539.0
KA_Mandya,3,166098.0,6669.0
KA_Mandya,4,84810.0,56586.0
KA_Mandya,5,126053.0,20933.0
KA_Mandya,6,191442.0,39936.0
KA_Mandya,7,145382.0,78500.0
KA_Mysuru,1,25102.0,0.0
KA_Mysuru,2,28752.0,19631.0
KA_Mysuru,3,342276.0,17356.0
KA_Mysuru,4,272372.0,113335.0
KA_Mysuru,5,173311.0,13161.0
KA_Mysuru,6,340017.0,121765.0
KA_Mysuru,7,254492.0,218102.0
KA_Raichur,1,9942.0,0.0
KA_Raichur,2,11344.0,8028.0
KA_Raichur,3,113282.0,4650.0
KA_Raichur,4,42751.0,33802.0
KA_Raichur,5,112740.0,24163.0
KA_Raichur,6,159368.0,26869.0
KA_Raichur,7,123344.0,46247.0
KA_Ramanagara,1,6604.0,0.0
KA_Ramanagara,2,8083.0,4925.0
KA_Ramanagara,3,119266.0,3817.0
KA_Ramanagara,4,65176.0,34286.0
KA_Ramanagara,5,93976.0,21654.0
KA_Ramanagara,6,120622.0,44131.0
KA_Ramanagara,7,69970.0,75036.0
KA_Shivamogga,1,12982.0,0.0
KA_Shivamogga,2,13307.0,9572.0
KA_Shivamogga,3,125636.0,6978.0
KA_Shivamogga,4,93369.0,41349.0
KA_Shivamogga,5,134451.0,17294.0
KA_Shivamogga,6,175701.0,49791.0
KA_Shivamogga,7,100114.0,87344.0
KA_Tumakuru,1,16146.0,0.0
KA_Tumakuru,2,42244.0,15839.0
KA_Tumakuru,3,168440.0,14686.0
KA_Tumakuru,4,125098.0,76960.0
KA_Tumakuru,5,198138.0,12031.0
KA_Tumakuru,6,291152.0,54970.0
KA_Tumakuru,7,174750.0,101069.0
KA_Udupi,1,17264.0,0.0
KA_Udupi,2,15350.0,14314.0
KA_Udupi,3,120699.0,8779.0
KA_Udupi,4,52853.0,37752.0
KA_Udupi,5,119375.0,31417.0
KA_Udupi,6,156860.0,74219.0
KA_Udupi,7,118310.0,54168.0
KA_Uttara Kannada,1,12605.0,0.0
KA_Uttara Kannada,2,17344.0,10821.0
KA_Uttara Kannada,3,139142.0,9525.0
KA_Uttara Kannada,4,56294.0,39600.0
KA_Uttara Kannada,5,118182.0,9169.0
KA_Uttara Kannada,6,126199.0,44071.0
KA_Uttara Kannada,7,96764.0,83544.0
KA_Vijayapura,1,11160.0,0.0
KA_Vijayapura,2,11729.0,6547.0
KA_Vijayapura,3,156797.0,6178.0
KA_Vijayapura,4,67328.0,38884.0
KA_Vijayapura,5,77767.0,23088.0
KA_Vijayapura,6,220839.0,43808.0
KA_Vijayapura,7,179398.0,61169.0
KA_Yadgir,1,4704.0,0.0
KA_Yadgir,2,6883.0,3167.0
KA_Yadgir,3,79414.0,2288.0
KA_Yadgir,4,37684.0,25321.0
KA_Yadgir,5,68473.0,9627.0
KA_Yadgir,6,90281.0,21516.0
KA_Yadgir,7,75572.0,60815.0
KL_Alappuzha,1,17115.0,0.0
KL_Alappuzha,2,67126.0,15701.0
KL_Alappuzha,3,258718.0,16931.0
KL_Alappuzha,4,83672.0,106767.0
KL_Alappuzha,5,148760.0,11867.0
KL_Alappuzha,6,106765.0,171653.0
KL_Alappuzha,7,345396.0,125768.0
KL_Ernakulam,1,59128.0,0.0
KL_Ernakulam,2,60357.0,39744.0
KL_Ernakulam,3,436653.0,42091.0
KL_Ernakulam,4,154237.0,130550.0
KL_Ernakulam,5,356879.0,46995.0
KL_Ernakulam,6,544885.0,206087.0
KL_Ernakulam,7,611608.0,279808.0
KL_Idukki,1,7110.0,0.0
KL_Idukki,2,22366.0,7106.0
KL_Idukki,3,108959.0,10377.0
KL_Idukki,4,79751.0,42574.0
KL_Idukki,5,109432.0,10989.0
KL_Idukki,6,85358.0,55519.0
KL_Idukki,7,208963.0,89474.0
KL_Kannur,1,27253.0,0.0
KL_Kannur,2,53426.0,22080.0
KL_Kannur,3,256903.0,19060.0
KL_Kannur,4,111302.0,103475.0
KL_Kannur,5,228255.0,14697.0
KL_Kannur,6,126601.0,196422.0
KL_Kannur,7,429063.0,148931.0
KL_Kasaragod,1,7990.0,45.0
KL_Kasaragod,2,40083.0,5580.0
KL_Kasaragod,3,112264.0,8340.0
KL_Kasaragod,4,106039.0,67827.0
KL_Kasaragod,5,131202.0,9570.0
KL_Kasaragod,6,85853.0,74698.0
KL_Kasaragod,7,159898.0,115627.0
KL_Kollam,1,19357.0,0.0
KL_Kollam,2,35321.0,17701.0
KL_Kollam,3,300318.0,15947.0
KL_Kollam,4,113197.0,128798.0
KL_Kollam,5,230881.0,24659.0
KL_Kollam,6,177457.0,177041.0
KL_Kollam,7,440187.0,141489.0
KL_Kottayam,1,24886.0,0.0
KL_Kottayam,2,39436.0,20977.0
KL_Kottayam,3,252663.0,21392.0
KL_Kottayam,4,99236.0,74621.0
KL_Kottayam,5,164336.0,25802.0
KL_Kottayam,6,126108.0,136524.0
KL_Kottayam,7,358432.0,140043.0
KL_Kozhikode,1,28829.0,0.0
KL_Kozhikode,2,59751.0,24684.0
KL_Kozhikode,3,283144.0,24974.0
KL_Kozhikode,4,171535.0,117167.0
KL_Kozhikode,5,279614.0,23144.0
KL_Kozhikode,6,240114.0,188058.0
KL_Kozhikode,7,443666.0,207872.0
KL_Malappuram,1,21429.0,0.0
KL_Malappuram,2,53195.0,17182.0
KL_Malappuram,3,277207.0,14419.0
KL_Malappuram,4,154026.0,95556.0
KL_Malappuram,5,251825.0,24334.0
KL_Malappuram,6,244234.0,186733.0
KL_Malappuram,7,390718.0,223494.0
KL_Palakkad,1,23166.0,0.0
KL_Palakkad,2,49615.0,16669.0
KL_Palakkad,3,252424.0,24755.0
KL_Palakkad,4,71366.0,101545.0
KL_Palakkad,5,165725.0,12839.0
KL_Palakkad,6,191755.0,151096.0
KL_Palakkad,7,455233.0,114170.0
KL_Pathanamthitta,1,16386.0,0.0
KL_Pathanamthitta,2,60558.0,16494.0
KL_Pathanamthitta,3,205771.0,14045.0
KL_Pathanamthitta,4,78790.0,102440.0
KL_Pathanamthitta,5,130289.0,13602.0
KL_Pathanamthitta,6,123576.0,121184.0
KL_Pathanamthitta,7,264054.0,114294.0
KL_Thiruvananthapuram,1,43525.0,0.0
KL_Thiruvananthapuram,2,91251.0,37087.0
KL_Thiruvananthapuram,3,462197.0,32973.0
KL_Thiruvananthapuram,4,119222.0,180348.0
KL_Thiruvananthapuram,5,356121.0,43210.0
KL_Thiruvananthapuram,6,304958.0,240754.0
KL_Thiruvananthapuram,7,578434.0,209488.0
KL_Thrissur,1,34085.0,0.0
KL_Thrissur,2,39121.0,29529.0
KL_Thrissur,3,394837.0,21476.0
KL_Thrissur,4,145555.0,105362.0
KL_Thrissur,5,196775.0,24623.0
KL_Thrissur,6,201564.0,192275.0
KL_Thrissur,7,592079.0,257829.0
KL_Wayanad,1,10148.0,0.0
KL_Wayanad,2,33632.0,9829.0
KL_Wayanad,3,82470.0,10125.0
KL_Wayanad,4,72253.0,55115.0
KL_Wayanad,5,113505.0,12275.0
KL_Wayanad,6,74697.0,52275.0
KL_Wayanad,7,216082.0,71143.0
LA_Kargil,1,1134.0,0.0
LA_Kargil,2,8776.0,1180.0
LA_Kargil,3,16902.0,1496.0
LA_Kargil,4,8389.0,11845.0
LA_Kargil,5,31144.0,86.0
LA_Kargil,6,14365.0,10760.0
LA_Kargil,7,2096.0,4631.0
LA_Leh,1,1697.0,71.0
LA_Leh,2,19700.0,1655.0
LA_Leh,3,18604.0,4690.0
LA_Leh,4,10486.0,16175.0
LA_Leh,5,38175.0,195.0
LA_Leh,6,14978.0,13564.0
LA_Leh,7,3089.0,6477.0
LD_Lakshadweep,1,1575.0,0.0
LD_Lakshadweep,2,1443.0,888.0
LD_Lakshadweep,3,9452.0,1917.0
LD_Lakshadweep,4,8970.0,3996.0
LD_Lakshadweep,5,19143.0,293.0
LD_Lakshadweep,6,8101.0,4790.0
LD_Lakshadweep,7,2994.0,5991.0
MH_Ahmednagar,1,23695.0,0.0
MH_Ahmednagar,2,37812.0,14660.0
MH_Ahmednagar,3,231888.0,17761.0
MH_Ahmednagar,4,167406.0,91621.0
MH_Ahmednagar,5,149097.0,50704.0
MH_Ahmednagar,6,215105.0,85131.0
MH_Ahmednagar,7,186758.0,138155.0
MH_Akola,1,8556.0,0.0
MH_Akola,2,16944.0,4250.0
MH_Akola,3,93971.0,11493.0
MH_Akola,4,84163.0,38319.0
MH_Akola,5,67821.0,23397.0
MH_Akola,6,117227.0,39115.0
MH_Akola,7,42551.0,50581.0
MH_Amravati,1,15514.0,0.0
MH_Amravati,2,26795.0,8666.0
MH_Amravati,3,145960.0,11065.0
MH_Amravati,4,109058.0,67440.0
MH_Amravati,5,118936.0,45971.0
MH_Amravati,6,140487.0,45289.0
MH_Amravati,7,135177.0,73403.0
MH_Aurangabad,1,16613.0,0.0
MH_Aurangabad,2,43677.0,10081.0
MH_Aurangabad,3,229962.0,14025.0
MH_Aurangabad,4,132918.0,93352.0
MH_Aurangabad,5,100427.0,15990.0
MH_Aurangabad,6,261140.0,87243.0
MH_Aurangabad,7,212788.0,112534.0
MH_Beed,1,8169.0,0.0
MH_Beed,2,25521.0,4908.0
MH_Beed,3,105944.0,12188.0
MH_Beed,4,110664.0,51035.0
MH_Beed,5,89244.0,23297.0
MH_Beed,6,159552.0,37394.0
MH_Beed,7,111913.0,61788.0
MH_Bhandara,1,7461.0,0.0
MH_Bhandara,2,21542.0,6274.0
MH_Bhandara,3,126486.0,12877.0
MH_Bhandara,4,54535.0,39369.0
MH_Bhandara,5,17142.0,28473.0
MH_Bhandara,6,129443.0,30669.0
MH_Bhandara,7,109690.0,36089.0
MH_Buldhana,1,8927.0,0.0
MH_Buldhana,2,19298.0,5713.0
MH_Buldhana,3,146458.0,10287.0
MH_Buldhana,4,113812.0,59372.0
MH_Buldhana,5,91682.0,32051.0
MH_Buldhana,6,143975.0,50560.0
MH_Buldhana,7,134270.0,71368.0
MH_Chandrapur,1,15162.0,0.0
MH_Chandrapur,2,19299.0,9949.0
MH_Chandrapur,3,121649.0,8191.0
MH_Chandrapur,4,87808.0,40946.0
MH_Chandrapur,5,100092.0,18648.0
MH_Chandrapur,6,110677.0,33325.0
MH_Chandrapur,7,126939.0,57976.0
MH_Dhule,1,9097.0,25.0
MH_Dhule,2,16080.0,4690.0
MH_Dhule,3,93597.0,7236.0
MH_Dhule,4,92172.0,36584.0
MH_Dhule,5,75330.0,31706.0
MH_Dhule,6,154907.0,36405.0
MH_Dhule,7,93105.0,52456.0
MH_Gadchiroli,1,8863.0,0.0
MH_Gadchiroli,2,8850.0,4501.0
MH_Gadchiroli,3,35999.0,6277.0
MH_Gadchiroli,4,49094.0,13729.0
MH_Gadchiroli,5,45870.0,15731.0
MH_Gadchiroli,6,104522.0,8461.0
MH_Gadchiroli,7,33802.0,20656.0
MH_Gondia,1,7634.0,0.0
MH_Gondia,2,20582.0,4770.0
MH_Gondia,3,84844.0,7313.0
MH_Gondia,4,53386.0,25025.0
MH_Gondia,5,98745.0,39019.0
MH_Gondia,6,174910.0,27124.0
MH_Gondia,7,116094.0,40828.0
MH_Hingoli,1,4789.0,0.0
MH_Hingoli,2,11305.0,2954.0
MH_Hingoli,3,30248.0,3464.0
MH_Hingoli,4,41546.0,17941.0
MH_Hingoli,5,33955.0,7119.0
MH_Hingoli,6,80196.0,10316.0
MH_Hingoli,7,42628.0,17159.0
MH_Jalgaon,1,13331.0,7.0
MH_Jalgaon,2,37422.0,8758.0
MH_Jalgaon,3,144437.0,14152.0
MH_Jalgaon,4,166637.0,86063.0
MH_Jalgaon,5,140989.0,30415.0
MH_Jalgaon,6,188362.0,48822.0
MH_Jalgaon,7,140617.0,83577.0
MH_Jalna,1,9417.0,0.0
MH_Jalna,2,19130.0,5865.0
MH_Jalna,3,80255.0,8811.0
MH_Jalna,4,112868.0,31874.0
MH_Jalna,5,70142.0,21370.0
MH_Jalna,6,153840.0,28134.0
MH_Jalna,7,78448.0,61802.0
MH_Kolhapur,1,21408.0,0.0
MH_Kolhapur,2,63587.0,12444.0
MH_Kolhapur,3,542366.0,30660.0
MH_Kolhapur,4,290153.0,171850.0
MH_Kolhapur,5,93576.0,25831.0
MH_Kolhapur,6,92426.0,199842.0
MH_Kolhapur,7,178263.0,259402.0
MH_Latur,1,9768.0,0.0
MH_Latur,2,24457.0,6533.0
MH_Latur,3,128371.0,9112.0
MH_Latur,4,102484.0,50799.0
MH_Latur,5,84473.0,28082.0
MH_Latur,6,157414.0,42125.0
MH_Latur,7,108153.0,66387.0
MH_Mumbai,1,114319.0,1.0
MH_Mumbai,2,219801.0,77409.0
MH_Mumbai,3,1265252.0,139520.0
MH_Mumbai,4,549524.0,513350.0
MH_Mumbai,5,1312737.0,104197.0
MH_Mumbai,6,1541832.0,598545.0
MH_Mumbai,7,1166276.0,642532.0
MH_Nagpur,1,28277.0,1.0
MH_Nagpur,2,101400.0,19902.0
MH_Nagpur,3,568201.0,31786.0
MH_Nagpur,4,232492.0,195133.0
MH_Nagpur,5,139002.0,49222.0
MH_Nagpur,6,436098.0,185630.0
MH_Nagpur,7,467189.0,216877.0
MH_Nanded,1,9157.0,48.0
MH_Nanded,2,25850.0,5873.0
MH_Nanded,3,180399.0,9474.0
MH_Nanded,4,115126.0,47020.0
MH_Nanded,5,32795.0,39762.0
MH_Nanded,6,187876.0,50278.0
MH_Nanded,7,125081.0,72863.0
MH_Nandurbar,1,8444.0,12.0
MH_Nandurbar,2,12695.0,6051.0
MH_Nandurbar,3,47054.0,9773.0
MH_Nandurbar,4,91974.0,26074.0
MH_Nandurbar,5,108090.0,13571.0
MH_Nandurbar,6,112938.0,14405.0
MH_Nandurbar,7,45697.0,38624.0
MH_Nashik,1,29318.0,0.0
MH_Nashik,2,76283.0,17869.0
MH_Nashik,3,331296.0,32543.0
MH_Nashik,4,259064.0,144490.0
MH_Nashik,5,184055.0,40072.0
MH_Nashik,6,376521.0,121708.0
MH_Nashik,7,297630.0,191589.0
MH_Osmanabad,1,6308.0,0.0
MH_Osmanabad,2,12556.0,4640.0
MH_Osmanabad,3,74129.0,6825.0
MH_Osmanabad,4,67403.0,25121.0
MH_Osmanabad,5,86269.0,18193.0
MH_Osmanabad,6,84228.0,24399.0
MH_Osmanabad,7,40629.0,45998.0
MH_Palghar,1,17505.0,0.0
MH_Palghar,2,26491.0,10899.0
MH_Palghar,3,86754.0,9522.0
MH_Palghar,4,123244.0,45443.0
MH_Palghar,5,108659.0,15615.0
MH_Palghar,6,128885.0,40888.0
MH_Palghar,7,110759.0,94120.0
MH_Parbhani,1,5620.0,0.0
MH_Parbhani,2,17865.0,3199.0
MH_Parbhani,3,75791.0,5016.0
MH_Parbhani,4,91736.0,31385.0
MH_Parbhani,5,49325.0,21445.0
MH_Parbhani,6,139619.0,32745.0
MH_Parbhani,7,69685.0,53875.0
MH_Pune,1,60228.0,45.0
MH_Pune,2,148041.0,36884.0
MH_Pune,3,1245981.0,85780.0
MH_Pune,4,613702.0,416252.0
MH_Pune,5,746083.0,98996.0
MH_Pune,6,1369667.0,554467.0
MH_Pune,7,913974.0,580458.0
MH_Raigad,1,10264.0,1.0
MH_Raigad,2,23963.0,5985.0
MH_Raigad,3,117573.0,10950.0
MH_Raigad,4,124623.0,54298.0
MH_Raigad,5,187708.0,17733.0
MH_Raigad,6,150399.0,50178.0
MH_Raigad,7,138139.0,106721.0
MH_Ratnagiri,1,9295.0,0.0
MH_Ratnagiri,2,16440.0,6922.0
MH_Ratnagiri,3,61859.0,6859.0
MH_Ratnagiri,4,91817.0,34638.0
MH_Ratnagiri,5,91781.0,25047.0
MH_Ratnagiri,6,92873.0,21660.0
MH_Ratnagiri,7,54897.0,40923.0
MH_Sangli,1,16467.0,0.0
MH_Sangli,2,32798.0,10926.0
MH_Sangli,3,288458.0,13147.0
MH_Sangli,4,221717.0,88447.0
MH_Sangli,5,84934.0,19586.0
MH_Sangli,6,138863.0,100336.0
MH_Sangli,7,238680.0,196814.0
MH_Satara,1,24432.0,1.0
MH_Satara,2,37631.0,15541.0
MH_Satara,3,279483.0,25349.0
MH_Satara,4,246828.0,64939.0
MH_Satara,5,100089.0,26362.0
MH_Satara,6,141571.0,102927.0
MH_Satara,7,196473.0,205533.0
MH_Sindhudurg,1,5882.0,0.0
MH_Sindhudurg,2,11989.0,3969.0
MH_Sindhudurg,3,41565.0,4964.0
MH_Sindhudurg,4,75393.0,25808.0
MH_Sindhudurg,5,51646.0,16895.0
MH_Sindhudurg,6,61685.0,15845.0
MH_Sindhudurg,7,43545.0,39989.0
MH_Solapur,1,25462.0,0.0
MH_Solapur,2,31753.0,13070.0
MH_Solapur,3,154862.0,17611.0
MH_Solapur,4,156675.0,67199.0
MH_Solapur,5,153426.0,20190.0
MH_Solapur,6,114788.0,61969.0
MH_Solapur,7,187620.0,121310.0
MH_Thane,1,63518.0,0.0
MH_Thane,2,102301.0,39745.0
MH_Thane,3,547840.0,54054.0
MH_Thane,4,458771.0,247697.0
MH_Thane,5,429439.0,56880.0
MH_Thane,6,708576.0,252027.0
MH_Thane,7,588288.0,414068.0
MH_Wardha,1,13942.0,2.0
MH_Wardha,2,15428.0,9217.0
MH_Wardha,3,111706.0,9232.0
MH_Wardha,4,63579.0,29853.0
MH_Wardha,5,48325.0,16246.0
MH_Wardha,6,85973.0,23016.0
MH_Wardha,7,105171.0,56391.0
MH_Washim,1,5065.0,1.0
MH_Washim,2,12293.0,2918.0
MH_Washim,3,83185.0,5942.0
MH_Washim,4,55596.0,26786.0
MH_Washim,5,55641.0,34264.0
MH_Washim,6,112597.0,29377.0
MH_Washim,7,63583.0,43168.0
MH_Yavatmal,1,11228.0,26.0
MH_Yavatmal,2,22141.0,6117.0
MH_Yavatmal,3,121935.0,10481.0
MH_Yavatmal,4,125034.0,45909.0
MH_Yavatmal,5,107215.0,32169.0
MH_Yavatmal,6,161704.0,40684.0
MH_Yavatmal,7,121305.0,81167.0
ML_East Garo Hills,1,756.0,0.0
ML_East Garo Hills,2,1951.0,543.0
ML_East Garo Hills,3,2754.0,1541.0
ML_East Garo Hills,4,8206.0,2274.0
ML_East Garo Hills,5,3399.0,54.0
ML_East Garo Hills,6,8303.0,424.0
ML_East Garo Hills,7,13522.0,5499.0
ML_East Jaintia Hills,1,535.0,0.0
ML_East Jaintia Hills,2,989.0,592.0
ML_East Jaintia Hills,3,5076.0,846.0
ML_East Jaintia Hills,4,9255.0,1274.0
ML_East Jaintia Hills,5,6113.0,19.0
ML_East Jaintia Hills,6,12582.0,2316.0
ML_East Jaintia Hills,7,19084.0,8181.0
ML_East Khasi Hills,1,3406.0,59.0
ML_East Khasi Hills,2,15999.0,3169.0
ML_East Khasi Hills,3,18805.0,11071.0
ML_East Khasi Hills,4,57585.0,8696.0
ML_East Khasi Hills,5,45624.0,143.0
ML_East Khasi Hills,6,105814.0,14812.0
ML_East Khasi Hills,7,40268.0,46555.0
ML_North Garo Hills,1,762.0,0.0
ML_North Garo Hills,2,1757.0,479.0
ML_North Garo Hills,3,2683.0,1386.0
ML_North Garo Hills,4,7975.0,1765.0
ML_North Garo Hills,5,2167.0,15.0
ML_North Garo Hills,6,12549.0,1440.0
ML_North Garo Hills,7,23691.0,6058.0
ML_Ribhoi,1,469.0,9.0
ML_Ribhoi,2,2663.0,329.0
ML_Ribhoi,3,2491.0,2061.0
ML_Ribhoi,4,17627.0,1743.0
ML_Ribhoi,5,13039.0,46.0
ML_Ribhoi,6,25749.0,1403.0
ML_Ribhoi,7,17441.0,11571.0
ML_South Garo Hills,1,580.0,0.0
ML_South Garo Hills,2,1619.0,312.0
ML_South Garo Hills,3,2562.0,1838.0
ML_South Garo Hills,4,7467.0,1457.0
ML_South Garo Hills,5,3882.0,30.0
ML_South Garo Hills,6,6189.0,470.0
ML_South Garo Hills,7,9107.0,5209.0
ML_South West Garo Hills,1,874.0,0.0
ML_South West Garo Hills,2,1431.0,832.0
ML_South West Garo Hills,3,4705.0,1246.0
ML_South West Garo Hills,4,13371.0,2279.0
ML_South West Garo Hills,5,5252.0,58.0
ML_South West Garo Hills,6,21619.0,1643.0
ML_South West Garo Hills,7,15407.0,9195.0
ML_South West Khasi Hills,1,301.0,0.0
ML_South West Khasi Hills,2,749.0,199.0
ML_South West Khasi Hills,3,1188.0,699.0
ML_South West Khasi Hills,4,5379.0,449.0
ML_South West Khasi Hills,5,9275.0,13.0
ML_South West Khasi Hills,6,6349.0,644.0
ML_South West Khasi Hills,7,7269.0,4380.0
ML_West Garo Hills,1,3121.0,0.0
ML_West Garo Hills,2,12896.0,2596.0
ML_West Garo Hills,3,9755.0,5568.0
ML_West Garo Hills,4,35210.0,7897.0
ML_West Garo Hills,5,13787.0,241.0
ML_West Garo Hills,6,72855.0,5174.0
ML_West Garo Hills,7,41990.0,25140.0
ML_West Jaintia Hills,1,1361.0,23.0
ML_West Jaintia Hills,2,2026.0,1162.0
ML_West Jaintia Hills,3,4860.0,1814.0
ML_West Jaintia Hills,4,20492.0,2125.0
ML_West Jaintia Hills,5,6827.0,20.0
ML_West Jaintia Hills,6,21276.0,2531.0
ML_West Jaintia Hills,7,19457.0,13778.0
ML_West Khasi Hills,1,741.0,0.0
ML_West Khasi Hills,2,2674.0,674.0
ML_West Khasi Hills,3,3889.0,2017.0
ML_West Khasi Hills,4,22581.0,2850.0
ML_West Khasi Hills,5,11157.0,216.0
ML_West Khasi Hills,6,11136.0,1354.0
ML_West Khasi Hills,7,15045.0,14853.0
MN_Bishnupur,1,1128.0,0.0
MN_Bishnupur,2,3244.0,376.0
MN_Bishnupur,3,1124.0,2268.0
MN_Bishnupur,4,19457.0,1536.0
MN_Bishnupur,5,12099.0,87.0
MN_Bishnupur,6,33705.0,909.0
MN_Bishnupur,7,51537.0,16342.0
MN_Chandel,1,948.0,0.0
MN_Chandel,2,3977.0,464.0
MN_Chandel,3,453.0,2579.0
MN_Chandel,4,3479.0,1077.0
MN_Chandel,5,3127.0,31.0
MN_Chandel,6,7989.0,950.0
MN_Chandel,7,4924.0,2635.0
MN_Churachandpur,1,2048.0,0.0
MN_Churachandpur,2,5406.0,630.0
MN_Churachandpur,3,2370.0,4189.0
MN_Churachandpur,4,17135.0,1789.0
MN_Churachandpur,5,17879.0,135.0
MN_Churachandpur,6,24814.0,2713.0
MN_Churachandpur,7,28821.0,14453.0
MN_Imphal East,1,3495.0,0.0
MN_Imphal East,2,6640.0,1765.0
MN_Imphal East,3,7369.0,6490.0
MN_Imphal East,4,56287.0,5413.0
MN_Imphal East,5,30719.0,775.0
MN_Imphal East,6,78109.0,4499.0
MN_Imphal East,7,56330.0,41882.0
MN_Imphal West,1,6611.0,121.0
MN_Imphal West,2,9485.0,3935.0
MN_Imphal West,3,6338.0,6827.0
MN_Imphal West,4,49004.0,5217.0
MN_Imphal West,5,51301.0,429.0
MN_Imphal West,6,95397.0,5355.0
MN_Imphal West,7,73339.0,47584.0
MN_Jiribam,1,362.0,0.0
MN_Jiribam,2,922.0,10.0
MN_Jiribam,3,1053.0,1213.0
MN_Jiribam,4,1727.0,464.0
MN_Jiribam,5,3361.0,33.0
MN_Jiribam,6,9518.0,248.0
MN_Jiribam,7,8203.0,1809.0
MN_Kakching,1,553.0,0.0
MN_Kakching,2,2050.0,194.0
MN_Kakching,3,864.0,1761.0
MN_Kakching,4,12168.0,734.0
MN_Kakching,5,12234.0,80.0
MN_Kakching,6,26891.0,1388.0
MN_Kakching,7,22090.0,11040.0
MN_Kamjong,1,180.0,0.0
MN_Kamjong,2,456.0,66.0
MN_Kamjong,3,513.0,208.0
MN_Kamjong,4,1052.0,257.0
MN_Kamjong,5,1831.0,12.0
MN_Kamjong,6,2593.0,122.0
MN_Kamjong,7,2995.0,1024.0
MN_Kangpokpi,1,540.0,0.0
MN_Kangpokpi,2,1589.0,56.0
MN_Kangpokpi,3,1136.0,1158.0
MN_Kangpokpi,4,4946.0,971.0
MN_Kangpokpi,5,4496.0,94.0
MN_Kangpokpi,6,11958.0,1556.0
MN_Kangpokpi,7,11485.0,3232.0
MN_Noney,1,382.0,0.0
MN_Noney,2,1872.0,215.0
MN_Noney,3,877.0,682.0
MN_Noney,4,1669.0,1026.0
MN_Noney,5,2417.0,9.0
MN_Noney,6,3932.0,926.0
MN_Noney,7,4941.0,1511.0
MN_Pherzawl,1,299.0,0.0
MN_Pherzawl,2,381.0,121.0
MN_Pherzawl,3,616.0,289.0
MN_Pherzawl,4,1582.0,292.0
MN_Pherzawl,5,2716.0,29.0
MN_Pherzawl,6,2290.0,690.0
MN_Pherzawl,7,2659.0,1811.0
MN_Senapati,1,508.0,0.0
MN_Senapati,2,2423.0,213.0
MN_Senapati,3,360.0,1614.0
MN_Senapati,4,2008.0,741.0
MN_Senapati,5,4328.0,33.0
MN_Senapati,6,8830.0,481.0
MN_Senapati,7,6821.0,1876.0
MN_Tamenglong,1,407.0,0.0
MN_Tamenglong,2,2026.0,207.0
MN_Tamenglong,3,20.0,913.0
MN_Tamenglong,4,3063.0,778.0
MN_Tamenglong,5,2224.0,9.0
MN_Tamenglong,6,5031.0,466.0
